4	10000	67	126.92	188
5	10000	167	269.07	362
6	10000	330	488.02	641
7	10000	604	799.72	1004
8	10000	937	1221.99	1476
9	10000	1440	1765.65	2120
10	10000	2036	2454.69	2902
11	10000	2792	3297.63	3787
12	10000	3669	4313.38	5057
13	10000	4835	5518.75	6185
14	10000	6113	6929.01	7923
15	10000	7571	8561.02	9511
16	10000	9198	10426.14	11590
17	10000	11274	12552.65	13732
18	10000	13485	14933.15	16647
19	10000	15919	17615.58	19196
20	10000	18873	20589.16	22509
21	10000	22067	23873.92	25732
22	10000	25349	27501.00	29803
23	10000	29230	31475.89	33919
24	10000	33501	35824.31	38262
25	10000	37838	40522.51	43504
26	10000	42889	45645.30	49071
27	10000	47936	51167.47	54031
28	10000	54131	57137.71	60347
29	10000	60245	63542.01	67572
30	10000	66707	70388.84	74619
31	10000	73403	77728.85	81559
32	10000	80823	85559.38	91364
33	10000	89428	93898.41	98691
34	10000	98023	102774.51	107814
35	10000	106586	112181.93	117728
36	10000	116782	122141.52	127283
37	10000	126143	132662.86	138384
38	10000	137287	143803.46	149528
39	10000	148291	155517.08	164904
40	10000	161119	167867.70	174724
41	10000	173441	180863.36	188236
42	10000	186698	194545.43	203160
43	10000	201617	208820.40	216558
44	10000	216275	223835.34	232175
45	10000	230656	239478.20	248407
46	10000	245146	255884.86	265413
47	10000	263154	273046.78	283843
48	10000	279836	290917.08	300104
49	10000	298368	309570.89	321719
50	10000	317151	329013.22	340709
51	10000	336879	349249.79	361874
52	10000	358379	370306.64	380632
53	10000	378359	392175.92	404414
54	10000	402440	414916.93	427281
55	10000	424615	438391.24	450351
56	10000	449698	462886.73	475057
57	10000	474388	488287.55	501480
58	10000	499388	514505.81	528744
59	10000	526129	541718.67	557124
60	10000	553963	569872.67	586368
61	10000	581427	598936.84	616210
62	10000	613131	628983.42	648015
63	10000	642517	659997.41	677789
64	10000	669884	692041.39	709402
65	10000	707052	725117.12	742241
66	10000	739935	759248.35	779522
67	10000	774372	794328.59	814632
68	10000	810337	830619.82	847533
69	10000	847477	867856.50	889651
70	10000	886883	906367.43	928081
71	10000	921316	945832.62	967853
72	10000	962129	986407.50	1008372
73	10000	1003955	1028192.34	1049289
74	10000	1045242	1071267.80	1094197
75	10000	1086431	1115378.27	1138632
76	10000	1133029	1160729.57	1185217
77	10000	1181511	1207352.56	1231003
78	10000	1229601	1255175.74	1283991
79	10000	1275188	1304115.45	1333126
80	10000	1327593	1354569.20	1380792
81	10000	1376024	1406056.33	1437815
82	10000	1422789	1458860.58	1487310
83	10000	1477594	1513033.78	1544626
84	10000	1535114	1568546.42	1598484
85	10000	1595175	1625370.92	1656070
86	10000	1653878	1683581.88	1713714
87	10000	1712480	1743216.04	1778250
88	10000	1769941	1804305.06	1837132
89	10000	1829103	1866424.85	1901919
90	10000	1893053	1930197.82	1964234
91	10000	1960884	1995464.45	2029177
92	10000	2022924	2062204.14	2100703
93	10000	2090030	2130380.90	2169052
94	10000	2161114	2200110.23	2238090
95	10000	2232043	2271050.42	2311310
96	10000	2304329	2343634.02	2390010
97	10000	2375495	2417983.12	2461589
98	10000	2454402	2493545.15	2535707
99	10000	2525548	2570813.63	2609573
100	10000	2608682	2649939.30	2696107
101	10000	2686818	2730171.74	2769437
102	10000	2768528	2812232.63	2865511
103	10000	2849073	2896047.79	2942285
104	10000	2937860	2981362.70	3029360
105	10000	3009687	3068422.48	3119001
106	10000	3095975	3157099.96	3210481
107	10000	3196463	3247379.48	3304738
108	10000	3281576	3339705.59	3393554
109	10000	3384318	3433445.49	3490436
110	10000	3477884	3529035.77	3580828
111	10000	3571964	3626300.94	3679173
112	10000	3673307	3725265.27	3779714
113	10000	3769911	3826151.77	3882381
114	10000	3876417	3928841.76	3983408
115	10000	3980054	4033090.40	4098543
116	10000	4082908	4139533.05	4193120
117	10000	4192413	4247850.45	4305812
118	10000	4299662	4358047.33	4424104
119	10000	4395984	4469870.67	4532282
120	10000	4523416	4583652.87	4645901
121	10000	4631619	4699480.49	4775967
122	10000	4749028	4817217.51	4880620
123	10000	4871397	4937152.69	4999601
124	10000	4992319	5058213.46	5124386
125	10000	5113189	5182382.78	5247637
126	10000	5239193	5307725.20	5372988
127	10000	5365856	5435313.06	5506825
128	10000	5493569	5564972.30	5635057
129	10000	5618652	5696539.91	5774288
130	10000	5757270	5830273.30	5897866
131	10000	5891047	5966014.54	6047452
132	10000	6020680	6103936.49	6175767

